Test 1,Test 2,Test 3,Test 4,Test 5,Test 6,Test 7,Test 8,Test 9,Test 10,Test 11,Test 12,Test 13,Test 14,Test 15,Test 16,Test 17,Test 18,Test 19,Test 20,Test 21,Test 22,Test 23,Test 24,Test 25,Test 26,Test 27,Test 28,Test 29,Test 30,Test 31,Test 32,Test 33,Test 34,Test 35,Test 36,Test 37,Test 38,Test 39,Test 40,Test 41,Test 42,Test 43,Test 44,Test 45,Test 46,Test 47,Test 48,Test 49,Test 50
84752.70272916669,125960.96672916657,133239.54399999997,113949.35833333341,103948.07562499995,104941.4543541667,105985.67354166663,139985.39691666674,100529.4833333333,121459.89516666664,110664.6576875,94730.97635416669,87454.85400000002,102036.1145,126193.36875000001,140423.37499999994,126074.33124999999,84578.6647916666,72639.24062499999,123587.77054166664,86315.39854166671,75639.54172916665,114945.79649999997,100863.22660416666,116057.55629166668,95524.20000000003,123732.40200000002,111461.87708333338,141511.23066666664,118433.90966666669,92478.34062500001,89520.41666666657,82535.17622916668,114343.35999999996,100874.95341666667,78336.47791666667,107818.29104166667,83822.65625,84189.40566666666,126552.26874999997,77030.14066666667,80294.8791666667,110729.63100000008,107577.13716666667,110056.09797916666,125921.06808333333,95973.12666666666,113923.5476666667,90570.46875,128635.88066666668
82039.83679166669,81364.82754166666,121104.03829166663,109789.41666666645,103948.07562499995,99247.88124999998,102759.63116666667,115609.66666666644,92376.30897916667,117376.093695,110664.6576875,90281.81529166666,87454.85400000002,102036.1145,82339.39751249997,111585.19941666666,125176.1656666667,76062.04829166667,70169.06690666666,88714.50312499999,86315.39854166671,73176.0057916667,96922.00696,71918.49899999998,77078.67023999998,95048.51679166663,123732.40200000002,100401.54374999997,103447.1585416667,85206.73492666664,81555.66834666663,89520.41666666657,82535.17622916668,114343.35999999996,95998.69366666667,78336.47791666667,90121.157875,78937.7371041667,84189.40566666666,126552.26874999997,76885.13216666662,69511.15416666667,99983.04524999997,107577.13716666667,87204.52031250001,122630.93586499998,74725.4679166667,109076.04347916668,77321.64493000002,73826.85303666668
79708.2813575,81364.82754166666,110223.84529166664,98746.9583333333,103948.07562499995,79965.34166666665,85861.40341666667,115609.66666666644,85983.08266666668,93693.82400833337,110664.6576875,86506.85316666667,87454.85400000002,95474.18989000001,73524.47454166668,89910.95933333335,117502.04,73545.688,70169.06690666666,88714.50312499999,86245.60460416655,73176.0057916667,96922.00696,71823.57750000001,77078.67023999998,88373.35412666659,89236.74435416669,79272.39847916666,103274.93536666663,82191.16979166667,79263.66184000006,87628.10416666661,77699.91666666667,114343.35999999996,88461.14579500003,78336.47791666667,90121.157875,78937.7371041667,73013.91666666672,126552.26874999997,76885.13216666662,69511.15416666667,99527.97166666662,83827.89190666669,78129.82079166669,92344.98829166673,69332.86779166668,89514.82410416663,77321.64493000002,73826.85303666668
72353.53858666665,77102.83808250002,86895.34867500003,79571.33229166671,79322.24225666672,79400.2152916667,81050.48540499998,115609.66666666644,69999.71842666663,93693.82400833337,106065.16666666648,80540.01770666665,87454.85400000002,72094.29796999994,73524.47454166668,78402.26216666661,96192.79366666672,73545.688,70169.06690666666,78878.04799999997,80680.07285416669,73176.0057916667,86899.24583333335,71823.57750000001,77078.67023999998,76216.99199999995,89236.74435416669,79272.39847916666,81860.23361333336,82191.16979166667,79263.66184000006,82982.21302750004,75308.41095666667,110940.11104166669,86592.81830000003,75269.35874666662,76853.68816666666,78937.7371041667,73013.91666666672,121253.70579166661,76885.13216666662,69511.15416666667,95216.2583333333,81439.13252666665,71276.09184000002,92344.98829166673,69332.86779166668,89514.82410416663,77321.64493000002,73826.85303666668
72353.53858666665,74040.40072916666,86895.34867500003,76565.98729166672,79322.24225666672,79400.2152916667,80694.1230416667,115609.66666666644,69999.71842666663,68370.16666666677,106065.16666666648,73530.57599999999,83451.96585416657,69998.89446,73524.47454166668,72965.63279166668,96192.79366666672,73545.688,70169.06690666666,77364.64473333335,76087.99999999997,73176.0057916667,86899.24583333335,69881.16666666674,77078.67023999998,76216.99199999995,89236.74435416669,72724.632,77142.49779166673,73638.14310166669,74628.14691666668,69007.51999999999,75263.74073666666,110940.11104166669,77434.24047916665,75269.35874666662,73252.54847916668,74475.41954166668,73013.91666666672,113592.13152499996,72682.24087500002,69511.15416666667,95216.2583333333,79429.93647916657,69587.00925916668,84470.12216666668,66712.66674999995,85017.05429166665,75539.49277666668,73826.85303666668
72353.53858666665,74040.40072916666,86895.34867500003,76565.98729166672,78146.5773675,79400.2152916667,73663.91941666669,115609.66666666644,69999.71842666663,68370.16666666677,106065.16666666648,73131.46847916668,72407.2972916667,69998.89446,73524.47454166668,72965.63279166668,91901.67854166667,72521.37335416663,70169.06690666666,76610.51254166664,76087.99999999997,73176.0057916667,79053.45618666666,69881.16666666674,77078.67023999998,72308.77153916669,80966.90983916663,72724.632,77142.49779166673,70849.55054166669,74628.14691666668,69007.51999999999,75263.74073666666,105854.54278666664,77434.24047916665,75269.35874666662,72367.79530666664,74475.41954166668,73013.91666666672,109796.31005499995,72682.24087500002,69511.15416666667,95216.2583333333,78380.12479166666,69587.00925916668,75640.18218000002,66712.66674999995,81748.86479166665,74826.9718541667,72723.84941666666
66060.17388000003,74040.40072916666,76112.13599999998,74861.47291666668,78146.5773675,77495.71666666663,73663.91941666669,106698.15166916662,69999.71842666663,68370.16666666677,91884.58096500002,73131.46847916668,68577.99793000004,69318.78973416667,73524.47454166668,72965.63279166668,91769.18466666667,72521.37335416663,68866.22203916666,74811.81792749999,76087.99999999997,73176.0057916667,69912.638385,69881.16666666674,76840.17666666664,72308.77153916669,74788.66488000003,72724.632,73743.17510999994,70849.55054166669,74628.14691666668,69007.51999999999,75263.74073666666,105854.54278666664,77434.24047916665,71106.97916666666,72367.79530666664,74475.41954166668,73013.91666666672,109796.31005499995,72682.24087500002,68464.27916666667,79977.88746666667,72941.28204166664,69587.00925916668,75640.18218000002,66712.66674999995,79039.04610999995,74266.55175500001,72723.84941666666
66060.17388000003,72899.50925666669,75074.08016999997,74861.47291666668,70078.69148666668,73856.86716666666,72579.2901716667,101619.51434666669,69999.71842666663,68370.16666666677,90872.35679166667,73131.46847916668,68577.99793000004,69318.78973416667,73524.47454166668,72965.63279166668,91769.18466666667,72181.87179166668,68866.22203916666,71578.62186666665,76087.99999999997,72345.71616666665,69912.638385,69881.16666666674,71420.04123999999,72308.77153916669,74687.46618666664,72724.632,73743.17510999994,70849.55054166669,74628.14691666668,69007.51999999999,75120.93710416665,105854.54278666664,76130.0602916667,71106.97916666666,72141.91304166666,72388.96241666666,73013.91666666672,108208.04999999997,72682.24087500002,68464.27916666667,79977.88746666667,72941.28204166664,69587.00925916668,75640.18218000002,66712.66674999995,71628.80153999997,70444.3583333334,72723.84941666666
66060.17388000003,65968.9287,74672.42754666667,74861.47291666668,70078.69148666668,73508.38333333333,72579.2901716667,101619.51434666669,68794.78210666665,68370.16666666677,90872.35679166667,73131.46847916668,68577.99793000004,69318.78973416667,72496.26554166664,72552.86141666667,89899.28266666668,72181.87179166668,68523.01679166665,71578.62186666665,76087.99999999997,72345.71616666665,69912.638385,69881.16666666674,71420.04123999999,72308.77153916669,73098.26783999999,72724.632,73743.17510999994,70849.55054166669,69787.99466666664,69007.51999999999,75120.93710416665,105854.54278666664,76130.0602916667,66751.45141666665,72141.91304166666,72388.96241666666,73013.91666666672,108208.04999999997,72682.24087500002,68464.27916666667,79977.88746666667,72242.06541666665,69587.00925916668,75640.18218000002,66712.66674999995,71628.80153999997,70444.3583333334,72548.26372666664
66060.17388000003,65968.9287,73567.16283999996,73644.85610333334,70078.69148666668,68710.71188999999,70042.69321000001,99761.72602,68794.78210666665,68370.16666666677,90872.35679166667,73131.46847916668,68577.99793000004,69318.78973416667,72496.26554166664,72552.86141666667,84939.67616666664,68903.57429166665,68523.01679166665,71578.62186666665,76087.99999999997,72345.71616666665,69912.638385,69881.16666666674,69771.03519999993,71024.81816666671,69055.52778666661,72724.632,73743.17510999994,70849.55054166669,69787.99466666664,69007.51999999999,71356.23816666665,104754.2976666667,76130.0602916667,66751.45141666665,71327.78235416664,72388.96241666666,73013.91666666672,108208.04999999997,70983.95029166664,68464.27916666667,79977.88746666667,72242.06541666665,69587.00925916668,75640.18218000002,66712.66674999995,71628.80153999997,70444.3583333334,71857.66666666673
